ID,Name,HP,Attack,Defense,Special Attack,Special Defense,Speed,Type1,Type2,SpriteURL
10213,Orbeetle-gmax,60,45,110,80,120,90,Bug,Psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10213.png
10214,Drednaw-gmax,90,115,90,48,68,74,Water,Rock,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10214.png
10215,Coalossal-gmax,110,80,120,80,90,30,Rock,Fire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10215.png
10216,Flapple-gmax,70,110,80,95,60,70,Grass,Dragon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10216.png
10217,Appletun-gmax,110,85,80,100,80,30,Grass,Dragon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10217.png
10218,Sandaconda-gmax,72,107,125,65,70,71,Ground,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10218.png
10219,Toxtricity-amped-gmax,75,98,70,114,70,75,Electric,Poison,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10219.png
10220,Centiskorch-gmax,100,115,65,90,90,65,Fire,Bug,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10220.png
10221,Hatterene-gmax,57,90,95,136,103,29,Psychic,Fairy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10221.png
10222,Grimmsnarl-gmax,95,120,65,95,75,60,Dark,Fairy,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10222.png
10223,Alcremie-gmax,65,60,75,110,121,64,Fairy,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10223.png
10224,Copperajah-gmax,122,130,69,80,69,30,Steel,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10224.png
10225,Duraludon-gmax,70,95,115,120,50,85,Steel,Dragon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10225.png
10226,Urshifu-single-strike-gmax,100,130,100,63,60,97,Fighting,Dark,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10226.png
10227,Urshifu-rapid-strike-gmax,100,130,100,63,60,97,Fighting,Water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10227.png
10228,Toxtricity-low-key-gmax,75,98,70,114,70,75,Electric,Poison,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10228.png
10229,Growlithe-hisui,60,75,45,65,50,55,Fire,Rock,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10229.png
10230,Arcanine-hisui,95,115,80,95,80,90,Fire,Rock,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10230.png
10231,Voltorb-hisui,40,30,50,55,55,100,Electric,Grass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10231.png
10232,Electrode-hisui,60,50,70,80,80,150,Electric,Grass,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10232.png
10233,Typhlosion-hisui,73,84,78,119,85,95,Fire,Ghost,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10233.png
10234,Qwilfish-hisui,65,95,85,55,55,85,Dark,Poison,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10234.png
10235,Sneasel-hisui,55,95,55,35,75,115,Fighting,Poison,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10235.png
10236,Samurott-hisui,90,108,80,100,65,85,Water,Dark,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10236.png
10237,Lilligant-hisui,70,105,75,50,75,105,Grass,Fighting,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10237.png
10238,Zorua-hisui,35,60,40,85,40,70,Normal,Ghost,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10238.png
10239,Zoroark-hisui,55,100,60,125,60,110,Normal,Ghost,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10239.png
10240,Braviary-hisui,110,83,70,112,70,65,Psychic,Flying,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10240.png
10241,Sliggoo-hisui,58,75,83,83,113,40,Steel,Dragon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10241.png
10242,Goodra-hisui,80,100,100,110,150,60,Steel,Dragon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10242.png
10243,Avalugg-hisui,95,127,184,34,36,38,Ice,Rock,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10243.png
10244,Decidueye-hisui,88,112,80,95,95,60,Grass,Fighting,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10244.png
10245,Dialga-origin,100,100,120,150,120,90,Steel,Dragon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10245.png
10246,Palkia-origin,90,100,100,150,120,120,Water,Dragon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10246.png
10247,Basculin-white-striped,70,92,65,80,55,98,Water,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10247.png
10248,Basculegion-female,120,92,65,100,75,78,Water,Ghost,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10248.png
10249,Enamorus-therian,74,115,110,135,100,46,Fairy,Flying,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10249.png
10250,Tauros-paldea-combat-breed,75,110,105,30,70,100,Fighting,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10250.png
10251,Tauros-paldea-blaze-breed,75,110,105,30,70,100,Fighting,Fire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10251.png
10252,Tauros-paldea-aqua-breed,75,110,105,30,70,100,Fighting,Water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10252.png
10253,Wooper-paldea,55,45,45,25,25,15,Poison,Ground,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10253.png
10254,Oinkologne-female,115,90,70,59,90,65,Normal,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10254.png
10255,Dudunsparce-three-segment,125,100,80,85,75,55,Normal,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10255.png
10256,Palafin-hero,100,160,97,106,87,100,Water,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10256.png
10257,Maushold-family-of-three,74,75,70,65,75,111,Normal,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10257.png
10258,Tatsugiri-droopy,68,50,60,120,95,82,Dragon,Water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10258.png
10259,Tatsugiri-stretchy,68,50,60,120,95,82,Dragon,Water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10259.png
10260,Squawkabilly-blue-plumage,82,96,51,45,51,92,Normal,Flying,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10260.png
10261,Squawkabilly-yellow-plumage,82,96,51,45,51,92,Normal,Flying,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10261.png
10262,Squawkabilly-white-plumage,82,96,51,45,51,92,Normal,Flying,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10262.png
10263,Gimmighoul-roaming,45,30,25,75,45,80,Ghost,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10263.png
10264,Koraidon-limited-build,100,135,115,85,100,135,Fighting,Dragon,
10265,Koraidon-sprinting-build,100,135,115,85,100,135,Fighting,Dragon,
10266,Koraidon-swimming-build,100,135,115,85,100,135,Fighting,Dragon,
10267,Koraidon-gliding-build,100,135,115,85,100,135,Fighting,Dragon,
10268,Miraidon-low-power-mode,100,85,100,135,115,135,Electric,Dragon,
10269,Miraidon-drive-mode,100,85,100,135,115,135,Electric,Dragon,
10270,Miraidon-aquatic-mode,100,85,100,135,115,135,Electric,Dragon,
10271,Miraidon-glide-mode,100,85,100,135,115,135,Electric,Dragon,
10272,Ursaluna-bloodmoon,113,70,120,135,65,52,Ground,Normal,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10272.png
10273,Ogerpon-wellspring-mask,80,120,84,60,96,110,Grass,Water,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10273.png
10274,Ogerpon-hearthflame-mask,80,120,84,60,96,110,Grass,Fire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10274.png
10275,Ogerpon-cornerstone-mask,80,120,84,60,96,110,Grass,Rock,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10275.png
10276,Terapagos-terastal,95,95,110,105,110,85,Normal,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10276.png
10277,Terapagos-stellar,160,105,110,130,110,85,Normal,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10277.png
